Rank,Name,Team,Pos,AVG,ESPN,CBS,Yahoo,Underdog,Fantrax,ESPN AAV,Status,Injury,Year
224,Daishen Nix,FA,G,70.5,140,-,-,-,"1,444.60",-1.0,,,22
224,Zeke Nnaji,DEN,F,70.5,140,-,-,-,"1,228.00",-1.0,,,22
224,Anthony Gill,WAS,F,70.5,140,-,-,-,"1,429.60",-1.0,,,22
224,Josh Okogie,PHO,F,70.5,139.96,-,-,-,"1,364.60",-1.0,,,22
224,Aaron Holiday,HOU,G,70.5,139.96,-,-,-,"1,392.60",-1.0,,,22
224,Isaiah Joe,OKC,G,70.5,139.95,-,-,-,"1,391.70",-1.0,,,22
224,George Hill,FA,G,70.5,139.93,-,-,-,"1,257.07",-1.0,,,22
224,Erik McCree,FA,F,70.5,140,-,-,-,"1,132.25",-1.0,,,22
76,Ben Simmons,BKN,F,71.5,133.82,45.6,76.3,46.1,55.77,0.04,,,22
52,Jonas Valanciunas,NOP,C,71.8,133.75,50.35,54,64.7,56.25,0.08,,,22
81,Andrew Wiggins,GSW,F,72.3,68.75,63.04,82.1,59.4,88.1,5.12,,,22
62,Jordan Poole,WAS,G,74.1,87.27,74.14,65.1,71,72.95,1.8,,,22
63,Jalen Green,HOU,G,74.1,126.15,56.53,66.7,59.5,61.84,0.16,,,22
67,Keldon Johnson,SAS,F,74.4,131.69,52.73,70,55.2,62.48,0.08,,,22
57,Klay Thompson,GSW,G,75.8,101.31,71.27,59.2,71.7,75.7,2.0,,,22
58,Mikal Bridges,BKN,F,75.9,57.11,103.08,59.4,87.1,72.66,6.4,,,22
78,Jamal Murray,DEN,G,76.2,117.07,54.79,76.7,63.2,69.28,0.24,,,22
41,Myles Turner,IND,C,78.1,64.16,91.62,41.5,91.7,101.62,6.96,,,22
64,Christian Wood,FA,C,78.4,132.71,61.48,66.8,66.8,63.96,0.6,,,22
66,Alperen Sengun,HOU,C,78.5,118.27,77.05,67.5,69.3,60.14,1.12,,,22
72,Tyler Herro,MIA,G,79.2,93.59,74.34,74.1,74.9,78.95,0.88,,,22
92,Lauri Markkanen,UTA,F,79.7,46.49,92.51,92.9,90.9,75.66,5.32,,,22
72,D'Angelo Russell,LAL,G,79.7,112.45,63.44,74.1,72,76.47,0.4,,,22
69,Jakob Poeltl,TOR,C,80.4,93.4,86.62,71.2,84.8,66.1,1.6,,,22
55,John Collins,UTA,F,81.0,134.81,69.69,57.1,80.1,63.08,0.12,,,22
68,Jusuf Nurkic,POR,C,81.5,133.13,59.81,70.8,69.2,74.69,0.08,,,22
71,Tobias Harris,PHI,F,82.1,115.55,71.17,74,65.9,83.82,0.88,,,22
60,OG Anunoby,TOR,F,84.2,122.13,86.96,61.6,84.6,65.9,0.92,,,22
94,RJ Barrett,NYK,F,84.7,133.18,56.99,95.1,54.4,83.84,0.12,,,22
59,Michael Porter,DEN,F,85.8,134.59,82.94,59.8,73.7,78.07,0.08,,,22
100,Russell Westbrook,LAC,G,85.9,98.8,83.29,102.5,55.7,89.28,0.44,,,22
77,Devin Vassell,SAS,F,86.4,117.68,94.57,76.4,76.3,67.04,0.48,,,22
82,Clint Capela,ATL,C,88.6,127.6,70.52,82.2,79.3,83.34,0.4,,,22
102,Kevin Porter,HOU,G,89.8,118.58,83.3,103.2,67.7,75.99,0.4,,,22
74,Franz Wagner,ORL,F,90.5,126.09,96.25,74.5,78.8,76.7,0.2,,,22
75,Wendell Carter,ORL,C,91.3,135.13,86.66,76.2,87.3,71.18,0.04,,,22
85,Collin Sexton,UTA,G,92.4,138.75,72.86,87,75.5,87.97,-1.0,,,22
79,Draymond Green,GSW,F,92.5,113.07,91.78,78.8,98.1,80.8,1.36,,,22
96,Anfernee Simons,POR,G,93.5,88.42,88.68,97.7,98.1,94.71,2.64,,,22
97,Kyle Kuzma,WAS,F,93.8,115.55,85.17,99.2,72,97.13,0.4,,,22
80,Jerami Grant,POR,F,94.3,116.11,89.51,80.4,92.3,93.13,0.32,,,22
93,Keegan Murray,SAC,F,94.5,138.45,64.75,94.9,86.3,88.28,0.04,,,22
98,Jabari Smith,HOU,F,94.7,139.27,73.84,100.6,79.4,80.16,0.04,,,22
83,Buddy Hield,IND,G,94.7,124.72,91.02,82.8,82.8,92.29,0.24,,,22
86,Marcus Smart,MEM,G,97.7,124.26,91.75,87.8,94.8,90.09,0.4,,,22
106,Jaren Jackson,MEM,F,98.5,50.43,86.73,105.6,92.6,156.89,3.48,,,22
91,Saddiq Bey,ATL,F,99.8,137.4,98.73,92.8,87.4,82.52,0.04,,,22
84,Al Horford,BOS,C,104.2,133.97,97.39,83.1,105.5,100.9,0.08,,,22
108,Gordon Hayward,CHA,F,105.7,139.22,80.34,109.2,98.6,101.28,-1.0,,,22
104,Tre Jones,SAS,G,106.1,133.41,106,103.7,88.2,99.35,0.12,,,22
95,P.J. Washington,CHA,F,108.0,136.67,113.47,97.6,99.9,92.59,0.04,,,22
110,Malcolm Brogdon,BOS,G,108.3,136.12,77.25,112.8,106.8,108.3,0.08,,,22
105,Kyle Lowry,MIA,G,108.6,136.4,98.68,104.6,108.1,94.97,0.04,,,22
88,Robert Williams,BOS,C,108.7,81.18,120.33,89,119.7,133.36,4.12,,,22
120,Spencer Dinwiddie,BKN,G,110.0,120,88.89,121,100.2,119.7,0.16,,,22
87,Gary Trent,TOR,G,110.2,136.27,118.31,88.8,110.7,97.16,0.04,,,22
224,Cam Thomas,BKN,G,110.3,138.29,-,-,191.6,"1,184.37",0.08,,,22
224,Johnny Davis,WAS,G,110.5,140,-,-,190.6,"1,142.82",-1.0,,,22
224,Kenyon Martin,LAC,F,110.7,139.22,-,-,191.8,"1,244.40",-1.0,,,22
224,Blake Griffin,FA,C,110.7,139.23,-,-,192,"1,118.27",-1.0,,,22
224,Ousmane Dieng,OKC,F,110.8,140,-,-,191.5,"1,253.00",-1.0,,,22
224,Jaylin Williams,OKC,C,110.8,140,-,-,191.5,"1,162.82",-1.0,,,22
224,Moses Moody,GSW,G,110.8,139.72,-,-,191.6,"1,139.27",-1.0,,,22
224,Cam Reddish,LAL,F,110.8,139.57,-,-,191.9,"1,307.20",-1.0,,,22
224,Kemba Walker,FA,G,110.8,139.46,-,-,191.9,"1,154.11",-1.0,,,22
224,Danny Green,FA,G,110.9,139.82,-,-,191.9,"1,437.60",-1.0,,,22
224,Cedi Osman,SAS,F,110.9,139.7,-,-,191.9,"1,233.50",-1.0,,,22
224,Josh Richardson,MIA,G,110.9,139.69,-,-,191.9,"1,144.27",-1.0,,,22
224,Naz Reid,MIN,C,110.9,139.65,-,-,192,"1,154.38",-1.0,,,22
224,Maxi Kleber,DAL,F,110.9,139.75,-,-,191.8,"1,173.38",-1.0,,,22
224,Bryn Forbes,FA,G,110.9,140,-,-,191.8,"1,329.70",-1.0,,,22
224,Jordan McLaughlin,MIN,G,110.9,140,-,-,191.6,"1,241.75",-1.0,,,22
224,Ish Smith,FA,G,110.9,139.77,-,-,191.9,"1,301.70",-1.0,,,22
224,Jaden Hardy,DAL,G,110.9,140,-,-,191.8,"1,293.07",-1.0,,,22
224,Joe Ingles,ORL,F,110.9,139.7,-,-,192,"1,337.60",0.04,,,22
224,Jordan Nwora,IND,F,110.9,140,-,-,191.8,"1,245.00",-1.0,,,22
224,Jaylen Hoard,FA,F,110.9,140,-,-,191.8,"1,145.00",-1.0,,,22
224,Rudy Gay,FA,F,110.9,139.85,-,-,191.7,"1,223.07",-1.0,,,22
224,John Konchar,MEM,G,110.9,139.75,-,-,191.9,"1,312.70",-1.0,,,22
224,Gary Harris,ORL,G,111.0,140,-,-,191.9,"1,347.70",-1.0,,,22
224,Frank Ntilikina,CHA,G,111.0,140,-,-,192,"1,418.60",-1.0,,,22
224,Terry Taylor,CHI,F,111.0,140,-,-,192,"1,427.60",-1.0,,,22
224,Bruno Fernando,ATL,C,111.0,140,-,-,192,"1,473.60",-1.0,,,22
224,Hamidou Diallo,FA,F,111.0,140,-,-,192,"1,278.40",-1.0,,,22
224,Noah Vonleh,FA,C,111.0,140,-,-,191.9,"1,425.60",-1.0,,,22
224,James Bouknight,CHA,G,111.0,140,-,-,191.9,"1,294.20",-1.0,,,22
224,Derrick Jones,DAL,F,111.0,140,-,-,192,"1,333.20",-1.0,,,22
224,Thanasis Antetokounmpo,MIL,F,111.0,140,-,-,192,"1,230.50",0.04,,,22
90,Mitchell Robinson,NYK,C,111.3,138.88,117.69,91.9,106.2,101.6,-1.0,,,22
103,Bobby Portis,MIL,F,113.5,128.41,108.21,103.6,120.6,106.78,0.16,,,22
109,Jalen Smith,IND,F,113.9,139.77,122.55,110.1,106,90.86,-1.0,,,22
107,Harrison Barnes,SAC,F,115.2,137.81,95.87,106,117.2,119.17,0.04,,,22
101,Brandon Clarke,MEM,F,116.2,139.09,118.38,102.8,113.2,107.38,-1.0,,,22
123,John Wall,FA,G,116.9,140.05,102.19,122.8,106.3,113.37,-1.0,,,22
153,Pat Connaughton,MIL,G,117.0,138.89,-,136.4,191.8,"1,143.60",-1.0,,,22
144,Jaden Ivey,DET,G,118.1,137.15,97.41,133.3,96.7,125.75,0.16,,,22
122,Josh Hart,NYK,F,119.2,132.92,116.78,122.3,108.6,115.17,0.04,,,22
128,Cole Anthony,ORL,G,119.5,136.91,118.53,125.8,93,123.25,0.04,,,22
89,Herbert Jones,NOP,F,120.6,139.61,134.75,90.4,129.9,108.56,-1.0,,,22
146,Aaron Gordon,DEN,F,120.6,125.91,101.47,134.4,114.3,126.86,0.2,,,22
137,Dillon Brooks,HOU,F,121.6,137.39,103.16,130.4,115.8,121.06,0.16,,,22
99,Ivica Zubac,LAC,C,122.2,130.37,132.13,102,132.7,113.62,0.76,,,22
138,Jordan Clarkson,UTA,G,122.9,129.43,119.85,130.7,100.4,134.04,0.8,,,22
132,Steven Adams,MEM,C,123.1,136.9,106.44,128,123.9,120.09,0.08,,,22
179,Chris Duarte,SAC,F,125.2,139.6,91.28,139.4,125.5,130,-1.0,,,22
124,Cameron Johnson,BKN,F,125.3,137.16,125.38,123.5,124.4,115.86,-1.0,,,22
112,Monte Morris,DET,G,125.8,138.76,134.07,116,120.4,119.66,0.04,,,22
114,James Wiseman,DET,C,125.9,139.58,123.88,118.5,118,129.32,-1.0,,,22
130,Nic Claxton,BKN,C,126.7,124.94,135.03,127.8,131.9,113.65,0.08,,,22
177,Caris LeVert,CLE,G,127.1,138.96,104.98,139.3,113,139.38,-1.0,,,22
151,Kelly Oubre,FA,F,128.4,121.81,135.18,136.1,122.6,126.26,0.24,,,22
180,Jalen Suggs,ORL,G,128.7,136.77,117.13,139.5,129.1,120.87,0.04,,,22
140,Bennedict Mathurin,IND,F,129.0,138.86,121.75,132.6,115.7,136.19,0.04,,,22
135,Bones Hyland,LAC,G,129.7,139.16,128.51,129.3,125.4,126.11,0.04,,,22
115,Chet Holmgren,OKC,C,129.7,140,-,119.4,-,-,-1.0,,,22
121,Isaiah Jackson,IND,C,129.7,139.56,-,122,144.8,112.63,0.12,,,22
116,Bojan Bogdanovic,DET,F,130.4,133.71,121.53,119.8,137,139.72,0.04,,,22
133,Mike Conley,MIN,G,131.0,135.99,113.57,128.4,140.5,136.38,0.12,,,22
127,Jarred Vanderbilt,LAL,F,131.7,136.98,146,124.5,129.7,121.2,0.08,,,22
119,Isaiah Stewart,DET,C,134.6,139.86,142.94,120.8,151.8,117.83,-1.0,,,22
198,Tari Eason,HOU,F,134.9,139.59,138.14,140.7,118.4,137.43,-1.0,,,22
206,Luguentz Dort,OKC,F,136.5,139.7,127.62,141.4,143.8,129.94,-1.0,,,22
157,De'Andre Hunter,ATL,F,137.0,139.49,129.54,136.7,121.8,157.5,-1.0,,,22
139,Lonzo Ball,CHI,G,137.3,133.89,128.85,132,144.9,146.64,-1.0,,,22
213,Reggie Jackson,DEN,G,138.0,139.57,142.88,142.4,138.5,126.47,-1.0,,,22
212,Jae'Sean Tate,HOU,F,138.5,139.77,117.47,142,141.5,151.97,0.04,,,22
224,Dwight Howard,FA,C,139.2,139.18,-,-,-,-,-1.0,,,22
224,Mac McClung,ORL,G,139.2,139.23,-,-,-,-,0.04,,,22
224,Eugene Omoruyi,WAS,F,139.4,139.42,-,-,-,-,-1.0,,,22
224,Tyler Ennis,FA,G,139.5,139.45,-,-,-,-,-1.0,,,22
224,Sasha Vezenkov,SAC,F,139.5,139.47,-,-,-,-,-1.0,,,22
224,LaMarcus Aldridge,FA,C,139.5,139.49,-,-,-,-,-1.0,,,22
224,Justin Jackson,FA,F,139.5,139.53,-,-,-,-,-1.0,,,22
224,DeAndre' Bembry,FA,F,139.6,139.64,-,-,-,-,-1.0,,,22
224,JaKarr Sampson,FA,F,139.6,139.55,-,-,-,-,-1.0,,,22
150,Ayo Dosunmu,CHI,G,139.6,139.56,140.03,135.9,133.6,149.03,-1.0,,,22
224,Joel Berry,FA,G,139.7,139.65,-,-,-,-,-1.0,,,22
224,Yuta Watanabe,PHO,F,139.7,139.74,-,-,-,-,-1.0,,,22
224,Tony Carr,FA,G,139.7,139.74,-,-,-,-,-1.0,,,22
224,T.J. Leaf,FA,F,139.7,139.73,-,-,-,-,-1.0,,,22
224,Gary Clark,FA,F,139.7,139.73,-,-,-,-,-1.0,,,22
224,D.J. Stephens,FA,F,139.7,139.72,-,-,-,-,-1.0,,,22
224,Devontae Cacok,FA,F,139.7,139.72,-,-,-,-,-1.0,,,22
224,Donta Hall,FA,F,139.7,139.72,-,-,-,-,-1.0,,,22
133,Norman Powell,LAC,G,139.7,139.97,133.67,128.4,158.5,137.87,-1.0,,,22
224,Anthony Brown,FA,F,139.7,139.71,-,-,-,-,-1.0,,,22
224,Michael Carter-Williams,FA,G,139.7,139.7,-,-,-,-,-1.0,,,22
224,Will Magnay,FA,C,139.7,139.71,-,-,-,-,-1.0,,,22
224,Joe Wieskamp,DAL,G,139.7,139.7,-,-,-,-,-1.0,,,22
224,Joel Bolomboy,FA,F,139.7,139.66,-,-,-,-,-1.0,,,22
224,Vander Blue,FA,G,139.7,139.66,-,-,-,-,-1.0,,,22
224,Kris Dunn,UTA,G,139.7,139.7,-,-,-,-,-1.0,,,22
224,Joel Ayayi,FA,G,139.7,139.67,-,-,-,-,-1.0,,,22
224,Jabari Brown,FA,G,139.7,139.68,-,-,-,-,-1.0,,,22
224,Brandon Knight,FA,G,139.7,139.67,-,-,-,-,-1.0,,,22
224,Aron Baynes,FA,C,139.7,139.69,-,-,-,-,-1.0,,,22
224,Tomas Satoransky,FA,G,139.7,139.7,-,-,-,-,-1.0,,,22
224,D.J. Augustin,FA,G,139.7,139.7,-,-,-,-,-1.0,,,22
224,Donte Grantham,FA,F,139.7,139.7,-,-,-,-,-1.0,,,22
224,Dakari Johnson,FA,C,139.7,139.68,-,-,-,-,-1.0,,,22
224,Walter Lemon,FA,G,139.8,139.83,-,-,-,-,-1.0,,,22
224,Isaiah Cousins,FA,G,139.8,139.82,-,-,-,-,-1.0,,,22
224,Tyler Dorsey,FA,G,139.8,139.81,-,-,-,-,-1.0,,,22
224,Sheldon Mac,FA,G,139.8,139.8,-,-,-,-,-1.0,,,22
224,Quinn Cook,FA,G,139.8,139.8,-,-,-,-,-1.0,,,22
224,Ian Clark,FA,G,139.8,139.79,-,-,-,-,-1.0,,,22
224,Semaj Christon,FA,G,139.8,139.77,-,-,-,-,-1.0,,,22
224,Tristan Thompson,FA,C,139.8,139.76,-,-,-,-,-1.0,,,22
224,Brian Bowen,FA,F,139.8,139.76,-,-,-,-,-1.0,,,22
224,Justin Champagnie,MIA,F,139.8,139.76,-,-,-,-,-1.0,,,22
224,JP Tokoto,FA,G,139.8,139.76,-,-,-,-,-1.0,,,22
224,Killian Tillie,FA,F,139.8,139.75,-,-,-,-,-1.0,,,22
224,Quinndary Weatherspoon,FA,G,139.8,139.77,-,-,-,-,-1.0,,,22
224,Al-Farouq Aminu,FA,F,139.8,139.75,-,-,-,-,-1.0,,,22
224,Hassan Whiteside,FA,C,139.9,139.87,-,-,-,-,-1.0,,,22
224,Enes Freedom,FA,C,139.9,139.91,-,-,-,-,-1.0,,,22
224,Emmanuel Mudiay,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Jordan Mickey,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Rondae Hollis-Jefferson,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Hassani Gravett,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Sam Dekker,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Branden Dawson,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Olivier Hanlan,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,JJ Redick,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Malcolm Miller,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Tim Quarterman,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Eric Moreland,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Udonis Haslem,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Trevor Ariza,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Patrick Patterson,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Lance Thomas,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Satnam Singh Bhamara,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Sim Bhullar,FA,C,140.0,140,-,-,-,-,0.08,,,22
224,Nik Stauskas,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Troy Williams,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Bonzie Colson,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Chandler Hutchison,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Isaac Bonga,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,George King,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,J.P. Macura,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Brandon Goodwin,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Alen Smailagic,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Cristiano Felicio,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Dewan Hernandez,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Tony Snell,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Willie Reed,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Solomon Hill,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Dwight Buycks,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Wayne Ellington,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Sergey Karasev,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Mitchell Watt,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Jared Harper,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Michael Frazier,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Duje Dukan,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Luis Montero,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Yogi Ferrell,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Kyle Collinsworth,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,MarShon Brooks,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Ersan Ilyasova,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Paul Millsap,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Meyers Leonard,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Chris Johnson,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Brice Johnson,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Shabazz Muhammad,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Adreian Payne,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,P.J. Hairston,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Patric Young,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Josh Huestis,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Alec Brown,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Sean Kilpatrick,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Jalen Harris,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Dee Bost,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Wayne Selden,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,James Webb,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Thon Maker,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Tyler Cook,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Marcelinho Huertas,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Norvel Pelle,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Jabari Parker,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Bruno Caboclo,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Damjan Rudez,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Cliff Alexander,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Marcus Georges-Hunt,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Harry Giles,BKN,C,140.0,140,-,-,-,-,-1.0,,,22
224,Devin Robinson,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Semi Ojeleye,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Arnoldas Kulboka,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Mike James,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Milton Doyle,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Ben Moore,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Jaylen Morris,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Cody Demps,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Alan Williams,FA,C,140.0,140,-,-,-,-,0.04,,,22
224,Sekou Doumbouya,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Troy Caupain,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,David Michineau,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Ignas Brazdeikis,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Jacob Evans,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Dzanan Musa,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Devon Hall,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Wes Iwundu,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Anzejs Pasecniks,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Nikola Milutinov,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Adam Mokoka,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Johnathan Motley,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Damyean Dotson,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Charles Cooke,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,London Perrantes,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Lou Williams,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Anthony Tolliver,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Avery Bradley,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Kent Bazemore,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Eric Mika,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,James Nunnally,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Emanuel Terry,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Jontay Porter,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Jarrell Brantley,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Marcus Graves,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Matt Mooney,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Justin Wright-Foreman,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Kyle Guy,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Markus Howard,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Robert Woodard,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Trevon Bluiett,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Ty-Shon Alexander,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Leandro Bolmaro,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Karim Mane,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Kendall Brown,IND,F,140.0,140,-,-,-,-,-1.0,,,22
224,JaQuori McLaughlin,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,RaiQuan Gray,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Jordan Schakel,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Dru Smith,MIA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Jon Teske,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Troy Daniels,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Elfrid Payton,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Lorenzo Brown,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Karlo Matkovic,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Gui Santos,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Luka Garza,MIN,C,140.0,140,-,-,-,-,-1.0,,,22
224,Brandon Williams,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Sharife Cooper,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Devon Dotson,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Jahmi'us Ramsey,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,E.J. Liddell,NOP,F,140.0,140,-,-,-,-,-1.0,,,22
224,Rokas Jokubaitis,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,DaQuan Jeffries,NYK,F,140.0,140,-,-,-,-,-1.0,,,22
224,Filip Petrusev,PHI,F,140.0,140,-,-,-,-,-1.0,,,22
224,Brodric Thomas,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Shawn Long,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Ognjen Jaramaz,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Matt Williams,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Michael Cobbins,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Rayjon Tucker,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Vince Williams,MEM,F,140.0,140,-,-,-,-,-1.0,,,22
224,Dwayne Bacon,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Malcolm Delaney,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Andre Roberson,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Louis Labeyrie,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Cameron Bairstow,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Rakeem Christmas,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Treveon Graham,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Maurice Ndour,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,J.J. O'Brien,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Jordan Sibert,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Julian Washburn,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Xavier Munford,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Patrick McCaw,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Diamond Stone,FA,C,140.0,140,-,-,-,-,-1.0,,,22
